"trip_id","starttime","stoptime","bikeid","tripduration","from_station_name","to_station_name","from_station_id","to_station_id","usertype","gender","birthyear"
34414,"2015-02-05 17:30:00","2015-02-05 17:33:00","SEA00206","174.92","UW Engineering Library / E Stevens Way NE & Jefferson Rd","15th Ave NE & NE 40th St","UW-06","UW-04","Annual Member","Male",1982
73301,"2015-05-14 16:19:00","2015-05-14 16:23:00","SEA00372","275.793","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Dexter Ave N & Aloha St","EL-01","SLU-02","Annual Member","Male",1969
83007,"2015-06-01 02:13:00","2015-06-01 03:45:00","SEA00117","5515.314","12th Ave & NE Campus Pkwy","15th Ave NE & NE 40th St","UD-04","UW-04","Short-Term Pass Holder","",""
135649,"2015-08-26 14:18:00","2015-08-26 14:37:00","SEA00253","1111.23","2nd Ave & Pine St","Bellevue Ave & E Pine St","CBD-13","CH-12","Short-Term Pass Holder","",""
57309,"2015-04-13 07:41:00","2015-04-13 07:50:00","SEA00226","538.299","Summit Ave & E Denny Way","2nd Ave & Spring St","CH-01","CBD-06","Annual Member","Male",1982
78225,"2015-05-23 18:05:00","2015-05-23 18:10:00","SEA00176","281.896","Cal Anderson Park / 11th Ave & Pine St","Pine St & 9th Ave","CH-08","SLU-16","Annual Member","Male",1978
133776,"2015-08-23 11:20:00","2015-08-23 11:29:00","SEA00049","513.875","Union St & 4th Ave","2nd Ave & Blanchard St","CBD-04","BT-05","Short-Term Pass Holder","",""
44579,"2015-03-08 11:52:00","2015-03-08 12:19:00","SEA00174","1630.397","12th Ave & E Mercer St","15th Ave E & E Thomas St","CH-15","CH-05","Short-Term Pass Holder","",""
138263,"2015-09-01 13:56:00","2015-09-01 13:59:00","SEA00293","193.309","City Hall / 4th Ave & James St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-07","PS-05","Annual Member","Male",1956
113602,"2015-07-21 16:39:00","2015-07-21 16:51:00","SEA00092","706.408","6th Ave & Blanchard St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","BT-04","PS-05","Annual Member","Male",1985
148572,"2015-09-23 21:18:00","2015-09-23 21:40:00","SEA00408","1343.317","Occidental Park / Occidental Ave S & S Washington St","Terry Ave & Stewart St","PS-04","SLU-20","Annual Member","Male",1987
45731,"2015-03-11 06:31:00","2015-03-11 06:38:00","SEA00049","429.643","E Pine St & 16th Ave","Frye Art Museum / Terry Ave & Columbia St","CH-07","FH-01","Annual Member","Male",1975
12398,"2014-11-11 06:30:00","2014-11-11 06:42:00","SEA00437","716.243","3rd Ave & Broad St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","BT-01","PS-05","Annual Member","Male",1969
66021,"2015-04-29 22:13:00","2015-04-29 22:22:00","SEA00283","533.56","UW Intramural Activities Building","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","UW-07","UD-01","Annual Member","Male",1964
119027,"2015-07-30 11:25:00","2015-07-30 11:49:00","SEA00457","1464.854","2nd Ave & Spring St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CBD-06","WF-04","Short-Term Pass Holder","",""
76236,"2015-05-20 08:34:00","2015-05-20 08:40:00","SEA00212","390.107","Republican St & Westlake Ave N","Dexter Ave N & Aloha St","SLU-04","SLU-02","Annual Member","Male",1964
121329,"2015-08-03 07:01:00","2015-08-03 07:20:00","SEA00425","1186.29","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","3rd Ave & Broad St","PS-05","BT-01","Annual Member","Male",1950
54209,"2015-04-04 16:10:00","2015-04-04 18:21:00","SEA00028","7853.382","2nd Ave & Spring St","Pier 69 / Alaskan Way & Clay St","CBD-06","WF-01","Short-Term Pass Holder","",""
144567,"2015-09-14 19:24:00","2015-09-14 19:39:00","SEA00147","898.957","7th Ave & Union St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-03","PS-05","Short-Term Pass Holder","",""
40537,"2015-02-24 09:03:00","2015-02-24 09:15:00","SEA00023","747.224","E Pine St & 16th Ave","Occidental Park / Occidental Ave S & S Washington St","CH-07","PS-04","Annual Member","Male",1986
69835,"2015-05-08 08:22:00","2015-05-08 08:39:00","SEA00404","1046.957","E Pine St & 16th Ave","Key Arena / 1st Ave N & Harrison St","CH-07","SLU-19","Annual Member","Male",1972
27735,"2015-01-12 18:22:00","2015-01-12 18:35:00","SEA00403","802.749","2nd Ave & Pine St","E Blaine St & Fairview Ave E","CBD-13","EL-03","Annual Member","Male",1977
144239,"2015-09-14 08:39:00","2015-09-14 08:45:00","SEA00292","409.058","Summit Ave E & E Republican St","Pine St & 9th Ave","CH-03","SLU-16","Annual Member","Male",1972
69442,"2015-05-07 13:40:00","2015-05-07 14:07:00","SEA00345","1639.388","Lake Union Park / Valley St & Boren Ave N","Lake Union Park / Valley St & Boren Ave N","SLU-17","SLU-17","Annual Member","Female",1986
129233,"2015-08-15 17:21:00","2015-08-15 17:25:00","SEA00371","232.49","9th Ave N & Mercer St","9th Ave N & Mercer St","DPD-01","DPD-01","Short-Term Pass Holder","",""
142474,"2015-09-10 16:18:00","2015-09-10 16:22:00","SEA00395","282.145","2nd Ave & Pine St","1st Ave & Marion St","CBD-13","CBD-05","Annual Member","Male",1960
78235,"2015-05-23 18:33:00","2015-05-23 19:46:00","SEA00417","4387.437","Republican St & Westlake Ave N","Republican St & Westlake Ave N","SLU-04","SLU-04","Short-Term Pass Holder","",""
96781,"2015-06-25 08:33:00","2015-06-25 08:40:00","SEA00401","475.526","Seattle University / E Columbia St & 12th Ave","7th Ave & Union St","FH-04","CBD-03","Annual Member","Male",1975
129597,"2015-08-16 12:47:00","2015-08-16 13:09:00","SEA00140","1332.333","Union St & 4th Ave","Pier 69 / Alaskan Way & Clay St","CBD-04","WF-01","Short-Term Pass Holder","",""
2911,"2014-10-18 15:26:00","2014-10-18 15:49:00","SEA00295","1365.575","Eastlake Ave E & E Allison St","Summit Ave & E Denny Way","EL-05","CH-01","Annual Member","Male",1991
113284,"2015-07-21 07:41:00","2015-07-21 07:53:00","SEA00206","727.156","Dexter Ave N & Aloha St","Terry Ave & Stewart St","SLU-02","SLU-20","Annual Member","Male",1967
99247,"2015-06-29 17:55:00","2015-06-29 18:02:00","SEA00427","390.136","Westlake Ave & 6th Ave","1st Ave & Marion St","SLU-15","CBD-05","Annual Member","Male",1969
73897,"2015-05-15 16:16:00","2015-05-15 17:04:00","SEA00276","2887.563","Pier 69 / Alaskan Way & Clay St","Pier 69 / Alaskan Way & Clay St","WF-01","WF-01","Short-Term Pass Holder","",""
75327,"2015-05-18 13:55:00","2015-05-18 14:05:00","SEA00238","572.851","Pine St & 9th Ave","REI / Yale Ave N & John St","SLU-16","SLU-01","Annual Member","Male",1987
44677,"2015-03-08 14:13:00","2015-03-08 15:01:00","SEA00034","2863.029","Key Arena / 1st Ave N & Harrison St","Pier 69 / Alaskan Way & Clay St","SLU-19","WF-01","Short-Term Pass Holder","",""
115559,"2015-07-24 16:43:00","2015-07-24 17:00:00","SEA00072","980.38","E Pine St & 16th Ave","Occidental Park / Occidental Ave S & S Washington St","CH-07","PS-04","Annual Member","Female",1986
55935,"2015-04-09 06:47:00","2015-04-09 06:51:00","SEA00043","218.553","REI / Yale Ave N & John St","Westlake Ave & 6th Ave","SLU-01","SLU-15","Annual Member","Male",1980
78761,"2015-05-24 18:48:00","2015-05-24 19:58:00","SEA00047","4189.466","Pier 69 / Alaskan Way & Clay St","Pier 69 / Alaskan Way & Clay St","WF-01","WF-01","Annual Member","Female",1975
59658,"2015-04-18 13:20:00","2015-04-18 13:31:00","SEA00278","689.87","Westlake Ave & 6th Ave","Lake Union Park / Valley St & Boren Ave N","SLU-15","SLU-17","Short-Term Pass Holder","",""
61804,"2015-04-20 18:43:00","2015-04-20 21:34:00","SEA00288","10303.547","Summit Ave & E Denny Way","NE 42nd St & University Way NE","CH-01","UD-02","Short-Term Pass Holder","",""
8931,"2014-11-02 13:07:00","2014-11-02 13:12:00","SEA00356","310.021","PATH / 9th Ave & Westlake Ave","REI / Yale Ave N & John St","SLU-07","SLU-01","Annual Member","Male",1972
118147,"2015-07-29 07:26:00","2015-07-29 07:34:00","SEA00374","470.333","12th Ave & E Mercer St","Republican St & Westlake Ave N","CH-15","SLU-04","Annual Member","Male",1976
68441,"2015-05-04 22:49:00","2015-05-04 23:16:00","SEA00485","1646.057","15th Ave E & E Thomas St","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","CH-05","UD-01","Annual Member","Female",1991
71399,"2015-05-10 11:36:00","2015-05-10 11:56:00","SEA00452","1202.369","Key Arena / 1st Ave N & Harrison St","Westlake Ave & 6th Ave","SLU-19","SLU-15","Annual Member","Female",1963
27687,"2015-01-12 16:54:00","2015-01-12 16:59:00","SEA00319","260.51","15th Ave E & E Thomas St","E Harrison St & Broadway Ave E","CH-05","CH-02","Annual Member","Female",1978
18603,"2014-12-02 18:25:00","2014-12-02 18:59:00","SEA00319","2036.819","Republican St & Westlake Ave N","NE 42nd St & University Way NE","SLU-04","UD-02","Annual Member","Male",1968
23220,"2014-12-22 09:56:00","2014-12-22 10:11:00","SEA00148","887.935","Dexter Ave & Denny Way","E Blaine St & Fairview Ave E","SLU-18","EL-03","Annual Member","Male",1980
61368,"2015-04-20 13:35:00","2015-04-20 13:41:00","SEA00168","361.235","Pine St & 9th Ave","2nd Ave & Blanchard St","SLU-16","BT-05","Short-Term Pass Holder","",""
123397,"2015-08-06 08:51:00","2015-08-06 08:54:00","SEA00328","201.208","9th Ave N & Mercer St","PATH / 9th Ave & Westlake Ave","DPD-01","SLU-07","Annual Member","Male",1982
47436,"2015-03-16 17:19:00","2015-03-16 17:42:00","SEA00172","1405.864","15th Ave E & E Thomas St","E Harrison St & Broadway Ave E","CH-05","CH-02","Annual Member","Male",1987
11492,"2014-11-08 17:29:00","2014-11-08 17:57:00","SEA00275","1687.785","2nd Ave & Spring St","3rd Ave & Broad St","CBD-06","BT-01","Short-Term Pass Holder","",""
95100,"2015-06-22 09:56:00","2015-06-22 10:00:00","SEA00193","225.779","3rd Ave & Broad St","3rd Ave & Broad St","BT-01","BT-01","Short-Term Pass Holder","",""
32369,"2015-01-28 18:47:00","2015-01-28 19:04:00","SEA00266","1043.602","UW Intramural Activities Building","Burke Museum / E Stevens Way NE & Memorial Way NE","UW-07","UW-02","Annual Member","Male",1982
139443,"2015-09-04 06:56:00","2015-09-04 07:01:00","SEA00357","324.116","Summit Ave E & E Republican St","Westlake Ave & 6th Ave","CH-03","SLU-15","Annual Member","Male",1976
56981,"2015-04-11 18:58:00","2015-04-11 19:24:00","SEA00388","1562.96","Westlake Ave & 6th Ave","Eastlake Ave E & E Allison St","SLU-15","EL-05","Annual Member","Female",1984
137779,"2015-08-31 09:12:00","2015-08-31 09:15:00","SEA00270","184.412","Dexter Ave & Denny Way","Republican St & Westlake Ave N","SLU-18","SLU-04","Annual Member","Male",1982
137990,"2015-08-31 17:55:00","2015-08-31 18:00:00","SEA00322","296.036","15th Ave E & E Thomas St","Summit Ave E & E Republican St","CH-05","CH-03","Annual Member","Male",1983
52020,"2015-03-29 18:59:00","2015-03-29 19:10:00","SEA00276","654.916","Dexter Ave N & Aloha St","Republican St & Westlake Ave N","SLU-02","SLU-04","Annual Member","Male",1991
19164,"2014-12-04 19:37:00","2014-12-04 20:29:00","SEA00190","3099.062","7th Ave & Union St","7th Ave & Union St","CBD-03","CBD-03","Annual Member","Male",1968
25368,"2015-01-02 15:03:00","2015-01-02 15:07:00","SEA00100","262.126","Bellevue Ave & E Pine St","7th Ave & Union St","CH-12","CBD-03","Annual Member","Female",1947
93355,"2015-06-18 22:01:00","2015-06-18 22:16:00","SEA00125","879.161","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Eastlake Ave E & E Allison St","EL-01","EL-05","Short-Term Pass Holder","",""
73876,"2015-05-15 15:53:00","2015-05-15 16:02:00","SEA00270","546.345","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","E Blaine St & Fairview Ave E","EL-01","EL-03","Annual Member","Female",1963
137615,"2015-08-30 18:13:00","2015-08-30 18:23:00","SEA00202","588.543","Dexter Ave N & Aloha St","Westlake Ave & 6th Ave","SLU-02","SLU-15","Annual Member","Male",1988
119053,"2015-07-30 12:11:00","2015-07-30 12:17:00","SEA00500","323.591","UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd","12th Ave & NE Campus Pkwy","UW-10","UD-04","Annual Member","Female",1985
133749,"2015-08-23 10:36:00","2015-08-23 10:45:00","SEA00059","499.651","Bellevue Ave & E Pine St","3rd Ave & Broad St","CH-12","BT-01","Annual Member","Female",1964
88701,"2015-06-11 16:00:00","2015-06-11 16:18:00","SEA00392","1104.993","Seattle University / E Columbia St & 12th Ave","2nd Ave & Spring St","FH-04","CBD-06","Annual Member","Male",1953
1235,"2014-10-14 15:34:00","2014-10-14 15:45:00","SEA00167","640.14","2nd Ave & Spring St","6th Ave & Blanchard St","CBD-06","BT-04","Short-Term Pass Holder","",""
107962,"2015-07-13 09:59:00","2015-07-13 10:10:00","SEA00282","673.031","2nd Ave & Pine St","6th Ave S & S King St","CBD-13","ID-04","Annual Member","Female",1982
71821,"2015-05-11 06:57:00","2015-05-11 07:05:00","SEA00342","494.768","1st Ave & Marion St","2nd Ave & Blanchard St","CBD-05","BT-05","Annual Member","Male",1971
116378,"2015-07-26 01:30:00","2015-07-26 01:39:00","SEA00197","537.349","Bellevue Ave & E Pine St","2nd Ave & Blanchard St","CH-12","BT-05","Short-Term Pass Holder","",""
151441,"2015-09-29 17:24:00","2015-09-29 18:34:00","SEA00111","4240.202","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Lake Union Park / Valley St & Boren Ave N","EL-01","SLU-17","Short-Term Pass Holder","",""
97571,"2015-06-26 13:36:00","2015-06-26 13:41:00","SEA00485","264.406","Dexter Ave & Denny Way","9th Ave N & Mercer St","SLU-18","DPD-01","Annual Member","Male",1987
107689,"2015-07-12 19:02:00","2015-07-12 19:29:00","SEA00141","1632.962","Occidental Park / Occidental Ave S & S Washington St","Pier 69 / Alaskan Way & Clay St","PS-04","WF-01","Short-Term Pass Holder","",""
136276,"2015-08-27 14:50:00","2015-08-27 15:17:00","SEA00294","1627.899","Pier 69 / Alaskan Way & Clay St","Pier 69 / Alaskan Way & Clay St","WF-01","WF-01","Short-Term Pass Holder","",""
91942,"2015-06-16 17:13:00","2015-06-16 17:23:00","SEA00202","603.424","Pine St & 9th Ave","2nd Ave & Vine St","SLU-16","BT-03","Annual Member","Female",1970
107922,"2015-07-13 09:06:00","2015-07-13 09:15:00","SEA00277","531.076","3rd Ave & Broad St","2nd Ave & Spring St","BT-01","CBD-06","Annual Member","Male",1985
148765,"2015-09-24 10:27:00","2015-09-24 18:08:00","SEA00348","27631.721","Dexter Ave & Denny Way","Dexter Ave & Denny Way","SLU-18","SLU-18","Short-Term Pass Holder","",""
78357,"2015-05-23 23:38:00","2015-05-23 23:45:00","SEA00026","404.967","15th Ave E & E Thomas St","Cal Anderson Park / 11th Ave & Pine St","CH-05","CH-08","Short-Term Pass Holder","",""
65896,"2015-04-29 16:22:00","2015-04-29 16:32:00","SEA00279","617.243","Pier 69 / Alaskan Way & Clay St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","WF-01","PS-05","Annual Member","Male",1981
40087,"2015-02-22 16:14:00","2015-02-22 16:29:00","SEA00196","897.434","Burke Museum / E Stevens Way NE & Memorial Way NE","NE 42nd St & University Way NE","UW-02","UD-02","Short-Term Pass Holder","",""
95455,"2015-06-22 19:03:00","2015-06-22 19:06:00","SEA00400","203.459","Republican St & Westlake Ave N","Dexter Ave N & Aloha St","SLU-04","SLU-02","Annual Member","Male",1985
55779,"2015-04-08 17:11:00","2015-04-08 17:27:00","SEA00132","973.973","Westlake Ave & 6th Ave","Key Arena / 1st Ave N & Harrison St","SLU-15","SLU-19","Annual Member","Male",1981
55659,"2015-04-08 13:33:00","2015-04-08 13:36:00","SEA00025","187.284","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","E Blaine St & Fairview Ave E","EL-01","EL-03","Annual Member","Male",1966
75542,"2015-05-18 19:22:00","2015-05-18 19:36:00","SEA00493","824.114","Pier 69 / Alaskan Way & Clay St","Occidental Park / Occidental Ave S & S Washington St","WF-01","PS-04","Annual Member","Male",1977
15673,"2014-11-20 12:35:00","2014-11-20 12:48:00","SEA00063","815.402","REI / Yale Ave N & John St","City Hall / 4th Ave & James St","SLU-01","CBD-07","Annual Member","Male",1987
65997,"2015-04-29 19:59:00","2015-04-29 21:05:00","SEA00227","3934.526","NE 47th St & 12th Ave NE","NE 47th St & 12th Ave NE","UD-07","UD-07","Short-Term Pass Holder","",""
75375,"2015-05-18 15:35:00","2015-05-18 16:00:00","SEA00171","1461.875","3rd Ave & Broad St","Summit Ave & E Denny Way","BT-01","CH-01","Short-Term Pass Holder","",""
81162,"2015-05-29 07:50:00","2015-05-29 08:12:00","SEA00218","1313.007","Seattle University / E Columbia St & 12th Ave","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","FH-04","EL-01","Annual Member","Female",1982
42871,"2015-03-03 17:26:00","2015-03-03 17:36:00","SEA00160","586.538","E Blaine St & Fairview Ave E","Dexter Ave N & Aloha St","EL-03","SLU-02","Annual Member","Female",1973
83358,"2015-06-02 06:39:00","2015-06-02 06:45:00","SEA00380","336.278","E Pine St & 16th Ave","Pine St & 9th Ave","CH-07","SLU-16","Annual Member","Male",1987
78769,"2015-05-24 19:01:00","2015-05-24 19:07:00","SEA00112","320.753","E Pine St & 16th Ave","Pine St & 9th Ave","CH-07","SLU-16","Annual Member","Female",1950
16592,"2014-11-23 17:15:00","2014-11-23 17:24:00","SEA00442","542.36","Frye Art Museum / Terry Ave & Columbia St","Frye Art Museum / Terry Ave & Columbia St","FH-01","FH-01","Short-Term Pass Holder","",""
76068,"2015-05-19 19:15:00","2015-05-19 19:37:00","SEA00210","1307.004","2nd Ave & Vine St","Pier 69 / Alaskan Way & Clay St","BT-03","WF-01","Short-Term Pass Holder","",""
122309,"2015-08-04 13:52:00","2015-08-04 14:08:00","SEA00110","954.837","Lake Union Park / Valley St & Boren Ave N","Eastlake Ave E & E Allison St","SLU-17","EL-05","Short-Term Pass Holder","",""
40210,"2015-02-23 09:04:00","2015-02-23 09:17:00","SEA00143","775.698","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Westlake Ave & 6th Ave","PS-05","SLU-15","Annual Member","Male",1979
53389,"2015-04-02 14:42:00","2015-04-02 15:23:00","SEA00368","2463.183","Cal Anderson Park / 11th Ave & Pine St","Pier 69 / Alaskan Way & Clay St","CH-08","WF-01","Short-Term Pass Holder","",""
123402,"2015-08-06 08:53:00","2015-08-06 09:00:00","SEA00131","423.186","Summit Ave E & E Republican St","REI / Yale Ave N & John St","CH-03","SLU-01","Annual Member","Male",1992
124305,"2015-08-07 14:05:00","2015-08-07 14:16:00","SEA00127","656.806","2nd Ave & Pine St","Republican St & Westlake Ave N","CBD-13","SLU-04","Annual Member","Male",1961
63358,"2015-04-23 12:07:00","2015-04-23 12:12:00","SEA00300","339.315","2nd Ave & Vine St","Republican St & Westlake Ave N","BT-03","SLU-04","Annual Member","Male",1981
37148,"2015-02-14 15:26:00","2015-02-14 15:44:00","SEA00143","1059.823","6th Ave S & S King St","Pine St & 9th Ave","ID-04","SLU-16","Short-Term Pass Holder","",""
92710,"2015-06-17 21:34:00","2015-06-17 21:55:00","SEA00400","1249.953","Pine St & 9th Ave","PATH / 9th Ave & Westlake Ave","SLU-16","SLU-07","Short-Term Pass Holder","",""
91700,"2015-06-16 10:17:00","2015-06-16 10:28:00","SEA00045","711.764","12th Ave & E Denny Way","6th Ave S & S King St","CH-06","ID-04","Annual Member","Male",1973
131768,"2015-08-19 18:20:00","2015-08-19 18:25:00","SEA00104","292.592","Westlake Ave & 6th Ave","Dexter Ave & Denny Way","SLU-15","SLU-18","Short-Term Pass Holder","",""
94593,"2015-06-21 12:07:00","2015-06-21 12:25:00","SEA00422","1072.295","6th Ave & Blanchard St","E Blaine St & Fairview Ave E","BT-04","EL-03","Annual Member","Male",1964
148689,"2015-09-24 08:58:00","2015-09-24 09:05:00","SEA00234","401.833","E Pine St & 16th Ave","Pine St & 9th Ave","CH-07","SLU-16","Annual Member","Male",1980
14731,"2014-11-17 21:22:00","2014-11-17 21:36:00","SEA00403","823.134","Summit Ave & E Denny Way","Summit Ave E & E Republican St","CH-01","CH-03","Annual Member","Male",1981
135647,"2015-08-26 14:18:00","2015-08-26 14:37:00","SEA00104","1152.456","2nd Ave & Pine St","Bellevue Ave & E Pine St","CBD-13","CH-12","Short-Term Pass Holder","",""
63568,"2015-04-24 08:50:00","2015-04-24 09:02:00","SEA00213","712.116","3rd Ave & Broad St","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","BT-01","EL-01","Annual Member","Female",1992
55429,"2015-04-07 19:32:00","2015-04-07 19:39:00","SEA00450","455.028","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","7th Ave & Union St","PS-05","CBD-03","Annual Member","Male",1977
141666,"2015-09-09 09:43:00","2015-09-09 09:55:00","SEA00293","732.077","E Harrison St & Broadway Ave E","Occidental Park / Occidental Ave S & S Washington St","CH-02","PS-04","Short-Term Pass Holder","",""
35420,"2015-02-10 08:19:00","2015-02-10 08:27:00","SEA00334","475.364","E Harrison St & Broadway Ave E","2nd Ave & Blanchard St","CH-02","BT-05","Annual Member","Male",1982
11428,"2014-11-08 16:25:00","2014-11-08 16:37:00","SEA00262","676.135","Lake Union Park / Valley St & Boren Ave N","PATH / 9th Ave & Westlake Ave","SLU-17","SLU-07","Short-Term Pass Holder","",""
1460,"2014-10-14 21:12:00","2014-10-14 21:19:00","SEA00386","384.069","Harvard Ave & E Pine St","E Pine St & 16th Ave","CH-09","CH-07","Annual Member","Female",1987
66222,"2015-04-30 13:20:00","2015-04-30 13:25:00","SEA00239","246.485","2nd Ave & Blanchard St","3rd Ave & Broad St","BT-05","BT-01","Short-Term Pass Holder","",""
61553,"2015-04-20 15:53:00","2015-04-20 16:38:00","SEA00475","2720.974","Children's Hospital / Sandpoint Way NE & 40th Ave NE","Westlake Ave & 6th Ave","DPD-03","SLU-15","Short-Term Pass Holder","",""
109699,"2015-07-15 17:34:00","2015-07-15 17:49:00","SEA00338","896.446","E Blaine St & Fairview Ave E","Dexter Ave & Denny Way","EL-03","SLU-18","Annual Member","Male",1980
52944,"2015-04-01 11:06:00","2015-04-01 11:55:00","SEA00260","2946.849","Lake Union Park / Valley St & Boren Ave N","Pier 69 / Alaskan Way & Clay St","SLU-17","WF-01","Short-Term Pass Holder","",""
133857,"2015-08-23 13:17:00","2015-08-23 13:53:00","SEA00324","2161.533","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","Pier 69 / Alaskan Way & Clay St","PS-05","WF-01","Short-Term Pass Holder","",""
56033,"2015-04-09 10:15:00","2015-04-09 10:23:00","SEA00500","486.37","Dexter Ave N & Aloha St","2nd Ave & Vine St","SLU-02","BT-03","Annual Member","Male",1980
40218,"2015-02-23 09:19:00","2015-02-23 09:31:00","SEA00454","743.383","12th Ave & E Mercer St","2nd Ave & Blanchard St","CH-15","BT-05","Annual Member","Male",1975
79796,"2015-05-27 07:24:00","2015-05-27 07:27:00","SEA00397","180.586","Pine St & 9th Ave","PATH / 9th Ave & Westlake Ave","SLU-16","SLU-07","Annual Member","Male",1987
76960,"2015-05-21 12:46:00","2015-05-21 12:57:00","SEA00186","673.393","UW Engineering Library / E Stevens Way NE & Jefferson Rd","15th Ave NE & NE 40th St","UW-06","UW-04","Annual Member","Female",1995
14548,"2014-11-17 12:40:00","2014-11-17 12:45:00","SEA00379","270.972","12th Ave & NE Campus Pkwy","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UD-04","UW-06","Annual Member","Male",1993
152506,"2015-10-01 23:04:00","2015-10-01 23:17:00","SEA00363","743.892","Lake Union Park / Valley St & Boren Ave N","Dexter Ave & Denny Way","SLU-17","SLU-18","Annual Member","Male",1985
56995,"2015-04-11 19:32:00","2015-04-11 19:38:00","SEA00231","372.973","Pier 69 / Alaskan Way & Clay St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","WF-01","WF-04","Annual Member","Male",1975
62475,"2015-04-21 15:59:00","2015-04-21 16:20:00","SEA00196","1264.577","7th Ave & Union St","Cal Anderson Park / 11th Ave & Pine St","CBD-03","CH-08","Short-Term Pass Holder","",""
19317,"2014-12-05 15:43:00","2014-12-05 15:53:00","SEA00235","562.774","2nd Ave & Blanchard St","REI / Yale Ave N & John St","BT-05","SLU-01","Annual Member","Male",1987
133000,"2015-08-21 19:44:00","2015-08-21 20:41:00","SEA00437","3430.546","6th Ave S & S King St","Pine St & 9th Ave","ID-04","SLU-16","Short-Term Pass Holder","",""
69419,"2015-05-07 13:10:00","2015-05-07 13:13:00","SEA00250","181.277","Cal Anderson Park / 11th Ave & Pine St","12th Ave & E Denny Way","CH-08","CH-06","Short-Term Pass Holder","",""
116512,"2015-07-26 12:18:00","2015-07-26 12:32:00","SEA00369","869.993","Summit Ave E & E Republican St","Lake Union Park / Valley St & Boren Ave N","CH-03","SLU-17","Short-Term Pass Holder","",""
144636,"2015-09-15 07:23:00","2015-09-15 07:28:00","SEA00435","298.707","2nd Ave & Vine St","Republican St & Westlake Ave N","BT-03","SLU-04","Annual Member","Male",1959
49666,"2015-03-23 17:27:00","2015-03-23 17:36:00","SEA00315","535.653","E Harrison St & Broadway Ave E","E Blaine St & Fairview Ave E","CH-02","EL-03","Annual Member","Male",1982
132204,"2015-08-20 16:22:00","2015-08-20 16:30:00","SEA00420","488.752","E Blaine St & Fairview Ave E","REI / Yale Ave N & John St","EL-03","SLU-01","Annual Member","Male",1981
74619,"2015-05-17 10:33:00","2015-05-17 11:06:00","SEA00321","1940.905","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","15th Ave E & E Thomas St","UD-01","CH-05","Short-Term Pass Holder","",""
140726,"2015-09-07 12:24:00","2015-09-07 13:08:00","SEA00220","2627.262","Key Arena / 1st Ave N & Harrison St","Occidental Park / Occidental Ave S & S Washington St","SLU-19","PS-04","Short-Term Pass Holder","",""
106576,"2015-07-10 20:27:00","2015-07-10 20:44:00","SEA00151","1020.483","E Blaine St & Fairview Ave E","12th Ave & NE Campus Pkwy","EL-03","UD-04","Annual Member","Female",1985
131106,"2015-08-18 18:31:00","2015-08-18 19:01:00","SEA00428","1780.145","9th Ave N & Mercer St","REI / Yale Ave N & John St","DPD-01","SLU-01","Short-Term Pass Holder","",""
6910,"2014-10-28 15:49:00","2014-10-28 16:03:00","SEA00094","850.316","REI / Yale Ave N & John St","2nd Ave & Pine St","SLU-01","CBD-13","Short-Term Pass Holder","",""
62766,"2015-04-22 09:17:00","2015-04-22 09:27:00","SEA00335","607.234","Occidental Park / Occidental Ave S & S Washington St","7th Ave & Union St","PS-04","CBD-03","Annual Member","Male",1973
39234,"2015-02-20 13:14:00","2015-02-20 13:19:00","SEA00368","312.523","Summit Ave & E Denny Way","7th Ave & Union St","CH-01","CBD-03","Annual Member","Male",1987
65851,"2015-04-29 14:06:00","2015-04-29 14:11:00","SEA00468","339.379","Lake Union Park / Valley St & Boren Ave N","E Blaine St & Fairview Ave E","SLU-17","EL-03","Annual Member","Female",1973
54433,"2015-04-05 11:16:00","2015-04-05 11:27:00","SEA00470","685.874","Westlake Ave & 6th Ave","Lake Union Park / Valley St & Boren Ave N","SLU-15","SLU-17","Short-Term Pass Holder","",""
60528,"2015-04-19 13:17:00","2015-04-19 13:41:00","SEA00184","1427.637","E Blaine St & Fairview Ave E","E Blaine St & Fairview Ave E","EL-03","EL-03","Short-Term Pass Holder","",""
